scene,section,start_sec,end_sec,start_time,end_time,duration_sec,sentence,image,review_status,reason,motion,transition
185,"POLYPHEMOS: ZEKÂ ONU KURTARDI, GURURU ELE VERDİ",1113.567,1119.29,18:33.567,18:39.290,5.723,Odysseus’a karşı çalışan bir tanrının hüküm sürdüğü tehlikeli bir alandır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
186,"POLYPHEMOS: ZEKÂ ONU KURTARDI, GURURU ELE VERDİ",1119.29,1125.871,18:39.290,18:45.871,6.581,"Yine de kaderin acı bir cilvesi olarak, Poseidon onu hemen uzaklara savurmaz.",panel_22.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Poseidon ve deniz tehdidini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
187,"POLYPHEMOS: ZEKÂ ONU KURTARDI, GURURU ELE VERDİ",1125.871,1129.447,18:45.871,18:49.447,3.576,Önce evini görebilecek kadar yaklaştırır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
188,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1129.447,1135.599,18:49.447,18:55.599,6.152,Odysseus ve adamları daha sonra Aiolos isimli bir hükümdarın adasına ulaştı.,panel_25.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
189,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1135.599,1141.751,18:55.599,19:01.751,6.152,Aiolos rüzgârları kontrol etme yetkisine sahipti ve onlara yardım etmek istedi.,panel_25.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
190,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1141.751,1147.473,19:01.751,19:07.473,5.723,İthaka’ya ulaşmalarını engelleyebilecek bütün rüzgârları büyük bir torbanın içine kapattı.,panel_25.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, İthaka ve eve dönüş temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
191,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1147.473,1152.337,19:07.473,19:12.337,4.864,Yalnızca gemileri eve götürecek uygun rüzgârı serbest bıraktı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
192,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1152.337,1155.913,19:12.337,19:15.913,3.576,Dokuz gün boyunca yol aldılar.,panel_24.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
193,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1155.913,1159.918,19:15.913,19:19.918,4.005,Sonunda İthaka’nın kıyıları uzaktan görünmeye başladı.,panel_24.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki İthaka ve eve dönüş temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
194,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1159.918,1165.212,19:19.918,19:25.212,5.293,Odysseus on yılı aşkın süredir görmediği evine neredeyse ulaşmıştı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
195,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1165.212,1169.217,19:25.212,19:29.217,4.005,Fakat çok yorulduğu için uykuya daldı.,panel_24.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
196,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1169.217,1175.369,19:29.217,19:35.369,6.152,Adamları torbanın içinde Odysseus’un kendilerinden sakladığı altın ve gümüşler olduğunu düşündü.,panel_26.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
197,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1175.369,1177.657,19:35.369,19:37.657,2.288,Torbayı açtılar.,panel_26.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
198,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1177.657,1185.097,19:37.657,19:45.097,7.44,Bütün rüzgârlar aynı anda serbest kaldı ve çıkan fırtına gemileri yeniden açık denize sürükledi.,panel_27.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
199,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1185.097,1189.531,19:45.097,19:49.531,4.435,Evleri gözlerinin önündeydi ve bir anda kayboldu.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
200,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1189.531,1193.966,19:49.531,19:53.966,4.435,Buradaki suç yalnızca torbayı açan askerlerde değildi.,panel_26.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
201,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1193.966,1198.83,19:53.966,19:58.830,4.864,Odysseus da adamlarına torbada ne olduğunu açıkça anlatmamıştı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
202,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1198.83,1202.406,19:58.830,20:02.406,3.576,"Aralarındaki güvensizlik, eve dönüşlerini engelledi.",panel_26.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
203,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1202.406,1207.699,20:02.406,20:07.699,5.293,"Nolan, Aiolos ve rüzgâr torbası bölümünü filmden tamamen çıkarır.",panel_25.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki ölüler dünyası ve kayıp temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
204,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1207.699,1213.421,20:07.699,20:13.421,5.723,"Odysseus bu kez bir canavara değil, kendi gemisindeki güvensizliğe yenilmişti.",panel_26.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
205,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1213.421,1220.003,20:13.421,20:20.003,6.581,Yeniden açık denize sürüklenen filo yardım bulmak için başka bir kıyıya yanaştı.,panel_27.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
206,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1220.003,1229.16,20:20.003,20:29.160,9.157,"Fakat bir önceki adada onları ağırlayan bir hükümdar varken, bu kez karşılarında misafirlerini yemek isteyen bir halk vardı.",panel_29.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
207,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1229.16,1233.165,20:29.160,20:33.165,4.005,Bir sonraki durakta karşılarına Laestrygonlar çıktı.,panel_28.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
208,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1233.165,1237.6,20:33.165,20:37.600,4.435,Homeros’ta Laestrygonlar yabancıları yiyen dev bir halktır.,panel_28.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVİNİ GÖRÜP YENİDEN KAYBETMEK” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
209,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1237.6,1241.176,20:37.600,20:41.176,3.576,Gemilere yüksek kayalardan taşlar fırlatırlar.,panel_29.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
210,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1241.176,1245.181,20:41.176,20:45.181,4.005,Odysseus Troya’dan on iki gemiyle ayrılmıştı.,panel_29.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
211,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1245.181,1249.616,20:45.181,20:49.616,4.435,Laestrygonların saldırısından sonra yalnızca kendi gemisi kaldı.,panel_28.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
212,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1249.616,1258.344,20:49.616,20:58.344,8.728,"Nolan filminde bu yaratıkları doğrudan masal devleri gibi değil, devasa ve ağır zırhlı savaşçılar olarak yeniden yorumlar.",panel_28.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
213,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1258.344,1264.066,20:58.344,21:04.066,5.723,Artık Odysseus’un tek gemisi ve giderek azalan sayıda adamı vardı.,panel_29.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
214,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1264.066,1268.501,21:04.066,21:08.501,4.435,On iki gemilik filo tek gemiye düşmüştü.,panel_29.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
215,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1268.501,1275.082,21:08.501,21:15.082,6.581,"Ama sıradaki ada, askerlerin sayısını azaltmaktan önce onların insan biçimini ellerinden alacaktı.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
216,EVİNİ GÖRÜP YENİDEN KAYBETMEK,1275.082,1282.093,21:15.082,21:22.093,7.011,"Film boyunca sorulan “Savaş insanı neye dönüştürür?” sorusu, burada gerçek bir büyüye dönüşür.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
217,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1282.093,1287.386,21:22.093,21:27.386,5.293,Hayatta kalanlar Kirke isimli büyücü tanrıçanın yaşadığı adaya ulaştı.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
218,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1287.386,1291.821,21:27.386,21:31.821,4.435,Filmde adı İngilizcedeki biçimiyle Circe olarak geçer.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
219,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1291.821,1296.685,21:31.821,21:36.685,4.864,Odysseus keşif yapmaları için bir grup asker gönderdi.,panel_31.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
220,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1296.685,1301.119,21:36.685,21:41.119,4.435,Kirke onları güzel bir sofraya davet etti.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
221,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1301.119,1306.413,21:41.119,21:46.413,5.293,Yemeklerine büyülü bir ilaç koydu ve askerleri domuza dönüştürdü.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
222,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1306.413,1311.706,21:46.413,21:51.706,5.293,Gruptan yalnızca Eurylochos kaçmayı başardı ve olanları Odysseus’a anlattı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
223,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1311.706,1316.999,21:51.706,21:56.999,5.293,Odysseus arkadaşlarını kurtarmak için Kirke’nin evine doğru yola çıktı.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
224,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1316.999,1321.004,21:56.999,22:01.004,4.005,Yolda tanrıların habercisi Hermes karşısına çıktı.,panel_33.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
225,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1321.004,1326.727,22:01.004,22:06.727,5.723,Ona Kirke’nin büyüsünden koruyacak “moly” isimli sihirli bir bitki verdi.,panel_33.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
226,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1326.727,1331.161,22:06.727,22:11.161,4.435,Böylece Kirke’nin büyüsü Odysseus üzerinde işe yaramadı.,panel_33.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
227,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1331.161,1335.596,22:11.161,22:15.596,4.435,"Odysseus, Kirke’yi arkadaşlarını yeniden insana çevirmeye zorladı.",panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
228,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1335.596,1341.748,22:15.596,22:21.748,6.152,Fakat hikâyenin bundan sonrası modern bir izleyici için biraz daha karmaşıktır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
229,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1341.748,1345.753,22:21.748,22:25.753,4.005,Homeros’ta Odysseus ve Kirke sevgili olur.,panel_34.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
230,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1345.753,1350.617,22:25.753,22:30.617,4.864,Odysseus ile adamları adada tam bir yıl geçirir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
231,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1350.617,1356.34,22:30.617,22:36.340,5.723,"Yemek yer, dinlenir ve eve dönüş yolculuklarını bir süre ertelerler.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
232,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1356.34,1365.927,22:36.340,22:45.927,9.587,"Bu ilişkiyi yalnızca “Odysseus karısını aldattı” diye özetlemek de antik hikâyedeki güç, tehdit ve hayatta kalma koşullarını fazlasıyla basitleştirir.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
233,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1365.927,1369.932,22:45.927,22:49.932,4.005,Nolan ise bu bölümü kökten değiştirir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
234,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1369.932,1373.937,22:49.932,22:53.937,4.005,Filmde Hermes ve sihirli bitki yoktur.,panel_33.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
235,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1373.937,1379.23,22:53.937,22:59.230,5.293,Odysseus Kirke’yle ilişki yaşamaz ve adada bir yıl kalmaz.,panel_34.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
236,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1379.23,1384.524,22:59.230,23:04.524,5.293,Kirke’nin kız kardeşi film için yaratılmış bir karga biçimindedir.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Kirke bölümünü doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
237,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1384.524,1390.246,23:04.524,23:10.246,5.723,Odysseus kargayı rehin alıp bıçağını boynuna dayayarak arkadaşlarını geri ister.,panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, yay yarışmasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
238,KİRKE’NİN ADASI: İNSAN NE ZAMAN CANAVARA DÖNÜŞÜR?,1390.246,1398.116,23:10.246,23:18.116,7.869,"Film ayrıca dönüşümü bir masal büyüsünden çok, rahatsız edici bir beden korkusu sahnesi gibi gösterir.",panel_32.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
